Country Name,Country Code,Region,IncomeGroup,Year,Tourists
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2010,91000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2010,22299.99924
Grenada,GRD,Latin America & Caribbean,Upper middle income,2010,445000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2010,1384000.0
Guam,GUM,East Asia & Pacific,High income,2010,1197000.0
Guyana,GUY,Latin America & Caribbean,High income,2010,152000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2010,36030000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2010,1965000.0
Croatia,HRV,Europe & Central Asia,High income,2010,49006000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2010,793000.0
Hungary,HUN,Europe & Central Asia,High income,2010,39904000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2010,7003000.0
India,IND,South Asia,Lower middle income,2010,5776000.0
Ireland,IRL,Europe & Central Asia,High income,2010,7134000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2010,2938000.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,2010,1518000.0
Iceland,ISL,Europe & Central Asia,High income,2010,559000.0
Israel,ISR,Middle East & North Africa,High income,2010,3444000.0
Italy,ITA,Europe & Central Asia,High income,2010,73225000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2010,2832000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2010,8078000.0
Japan,JPN,East Asia & Pacific,High income,2010,8611000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2010,4097000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2010,1609000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2010,1224000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2010,2508000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2010,624000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2010,8798000.0
Kuwait,KWT,Middle East & North Africa,High income,2010,5208000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2010,2513000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2010,2168000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2010,984000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2010,64300.00305
Sri Lanka,LKA,South Asia,Lower middle income,2010,766000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2010,426000.0
Lithuania,LTU,Europe & Central Asia,High income,2010,4073000.0
Luxembourg,LUX,Europe & Central Asia,High income,2010,805000.0
Latvia,LVA,Europe & Central Asia,High income,2010,5042000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2010,24965000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2010,9752000.0
Monaco,MCO,Europe & Central Asia,High income,2010,279000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2010,64000.0
Maldives,MDV,South Asia,Upper middle income,2010,792000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2010,81953000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2010,4599.999905
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2010,262000.0
Mali,MLI,Sub-Saharan Africa,Low income,2010,169000.0
Malta,MLT,Middle East & North Africa,High income,2010,1815000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2010,792000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2010,1088000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2010,557000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2010,379000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2010,1836000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2010,956000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2010,746000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,24577000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2010,1114000.0
New Caledonia,NCL,East Asia & Pacific,High income,2010,99000.0
Niger,NER,Sub-Saharan Africa,Low income,2010,74000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2010,6113000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2010,1071000.0
Netherlands,NLD,Europe & Central Asia,High income,2010,10883000.0
Norway,NOR,Europe & Central Asia,High income,2010,4767000.0
Nepal,NPL,South Asia,Lower middle income,2010,603000.0
New Zealand,NZL,East Asia & Pacific,High income,2010,2530000.0
Oman,OMN,Middle East & North Africa,High income,2010,1500000.0
Pakistan,PAK,South Asia,Lower middle income,2010,907000.0
Panama,PAN,Latin America & Caribbean,High income,2010,1726000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2010,2948000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2010,3520000.0
Palau,PLW,East Asia & Pacific,High income,2010,85000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2010,146000.0
Poland,POL,Europe & Central Asia,High income,2010,58340000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2010,4379000.0
Portugal,PRT,Europe & Central Asia,High income,2010,6756000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2010,3171000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2010,522000.0
French Polynesia,PYF,East Asia & Pacific,High income,2010,179000.0
Qatar,QAT,Middle East & North Africa,High income,2010,1700000.0
Romania,ROU,Europe & Central Asia,High income,2010,7498000.0
Russian Federation,RUS,Europe & Central Asia,High income,2010,22281000.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2010,667000.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2010,13025000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2010,495000.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2010,906000.0
Singapore,SGP,East Asia & Pacific,High income,2010,11642000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2010,20500.0
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2010,1606000.0
San Marino,SMR,Europe & Central Asia,High income,2010,1976000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2010,683000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2010,8000.0
Suriname,SUR,Latin America & Caribbean,Upper middle income,2010,206000.0
Slovenia,SVN,Europe & Central Asia,High income,2010,2049000.0
Sweden,SWE,Europe & Central Asia,High income,2010,5183000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2010,1343000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2010,1956000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2010,191000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2010,10970000.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2010,899000.0
Chad,TCD,Sub-Saharan Africa,Low income,2010,71000.0
Togo,TGO,Sub-Saharan Africa,Low income,2010,202000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2010,15936000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2010,160000.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2010,40000.0
Tonga,TON,East Asia & Pacific,Upper middle income,2010,65000.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2010,490000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2010,7828000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2010,32997000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2010,1700.000048
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2010,783000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2010,946000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2010,24114000.0
Uruguay,URY,Latin America & Caribbean,High income,2010,2708000.0
United States,USA,North America,High income,2010,162275000.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2010,975000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2010,231000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2010,535000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2010,330000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2010,2531000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2010,5050000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2010,237699.9969
Samoa,WSM,East Asia & Pacific,Lower middle income,2010,130000.0
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2010,1035000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,11303000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2010,815000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2010,2239000.0
Aruba,ABW,Latin America & Caribbean,High income,2011,1469000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,481000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2011,2932000.0
Andorra,AND,Europe & Central Asia,High income,2011,7983000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,6703000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2011,758000.0
American Samoa,ASM,East Asia & Pacific,High income,2011,22600.00038
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,848000.0
Australia,AUS,East Asia & Pacific,High income,2011,5771000.0
Austria,AUT,Europe & Central Asia,High income,2011,23012000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,2239000.0
Burundi,BDI,Sub-Saharan Africa,Low income,2011,144000.0
Belgium,BEL,Europe & Central Asia,High income,2011,7494000.0
Benin,BEN,Sub-Saharan Africa,Lower middle income,2011,222000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2011,238000.0
Bangladesh,BGD,South Asia,Lower middle income,2011,157000.0
Bulgaria,BGR,Europe & Central Asia,High income,2011,8713000.0
Bahrain,BHR,Middle East & North Africa,High income,2011,6732000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2011,5588000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2011,392000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2011,5877000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2011,1106000.0
Bermuda,BMU,North America,High income,2011,652000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2011,711000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2011,5433000.0
Barbados,BRB,Latin America & Caribbean,High income,2011,1187000.0
Bhutan,BTN,South Asia,Lower middle income,2011,66000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2011,65400.00153
Canada,CAN,North America,High income,2011,25066000.0
Switzerland,CHE,Europe & Central Asia,High income,2011,8534000.0
Chile,CHL,Latin America & Caribbean,High income,2011,3963000.0
China,CHN,East Asia & Pacific,Upper middle income,2011,135423000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2011,270000.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2011,604000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2011,186000.0
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2011,224000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2011,2356000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2011,18799.99924
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2011,428000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2011,2526000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2011,2716000.0
Curacao,CUW,Latin America & Caribbean,High income,2011,837000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2011,1710000.0
Cyprus,CYP,Europe & Central Asia,High income,2011,2626000.0
Czechia,CZE,Europe & Central Asia,High income,2011,22810000.0
Germany,DEU,Europe & Central Asia,High income,2011,28374000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2011,56000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2011,418000.0
Denmark,DNK,Europe & Central Asia,High income,2011,25811000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,4654000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2011,2395000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,1141000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2011,9845000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2011,107000.0
Spain,ESP,Europe & Central Asia,High income,2011,99187000.0
Estonia,EST,Europe & Central Asia,High income,2011,4907000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,523000.0
Finland,FIN,Europe & Central Asia,High income,2011,4192000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,734000.0
France,FRA,Europe & Central Asia,High income,2011,196595000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2011,35400.00153
United Kingdom,GBR,Europe & Central Asia,High income,2011,31886000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2011,2712000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,821000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2011,131000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2011,106000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2011,36700.00076
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,447000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2011,1434000.0
Guam,GUM,East Asia & Pacific,High income,2011,1160000.0
Guyana,GUY,Latin America & Caribbean,High income,2011,157000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2011,41921000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2011,1852000.0
Croatia,HRV,Europe & Central Asia,High income,2011,49969000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2011,946000.0
Hungary,HUN,Europe & Central Asia,High income,2011,41304000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2011,7650000.0
India,IND,South Asia,Lower middle income,2011,6309000.0
Ireland,IRL,Europe & Central Asia,High income,2011,7630000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2011,3354000.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,2011,1510000.0
Iceland,ISL,Europe & Central Asia,High income,2011,628000.0
Israel,ISR,Middle East & North Africa,High income,2011,3362000.0
Italy,ITA,Europe & Central Asia,High income,2011,75866000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2011,3077000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2011,6813000.0
Japan,JPN,East Asia & Pacific,High income,2011,6219000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2011,5685000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2011,1823000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2011,3025000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2011,2882000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2011,723000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2011,9795000.0
Kuwait,KWT,Middle East & North Africa,High income,2011,5574000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2011,2724000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2011,1655000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2011,950000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2011,67000.0
Sri Lanka,LKA,South Asia,Lower middle income,2011,976000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2011,398000.0
Lithuania,LTU,Europe & Central Asia,High income,2011,4504000.0
Luxembourg,LUX,Europe & Central Asia,High income,2011,874000.0
Latvia,LVA,Europe & Central Asia,High income,2011,5538000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2011,28002000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2011,9784000.0
Monaco,MCO,Europe & Central Asia,High income,2011,295000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2011,75000.0
Maldives,MDV,South Asia,Upper middle income,2011,931000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,75732000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2011,4599.999905
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2011,327000.0
Mali,MLI,Sub-Saharan Africa,Low income,2011,160000.0
Malta,MLT,Middle East & North Africa,High income,2011,1916000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2011,816000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2011,1201000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2011,627000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2011,341000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2011,2013000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,983000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2011,767000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,24714000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,1163000.0
New Caledonia,NCL,East Asia & Pacific,High income,2011,112000.0
Niger,NER,Sub-Saharan Africa,Low income,2011,82000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,3765000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2011,1122000.0
Netherlands,NLD,Europe & Central Asia,High income,2011,11300000.0
Norway,NOR,Europe & Central Asia,High income,2011,4963000.0
Nepal,NPL,South Asia,Lower middle income,2011,736000.0
New Zealand,NZL,East Asia & Pacific,High income,2011,2617000.0
Oman,OMN,Middle East & North Africa,High income,2011,1393000.0
Pakistan,PAK,South Asia,Lower middle income,2011,1161000.0
Panama,PAN,Latin America & Caribbean,High income,2011,2004000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2011,3299000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2011,3917000.0
Palau,PLW,East Asia & Pacific,High income,2011,111000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2011,165000.0
Poland,POL,Europe & Central Asia,High income,2011,60745000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2011,4214000.0
Portugal,PRT,Europe & Central Asia,High income,2011,7264000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2011,3365000.0
